subject,trial_number,trial_type,stimuli_sequence,complexity,trial_looking_time
SS1630953806048,4,deviant,BBBDBB,complex,8350.200000047684
SS1630953806048,5,background,BBBDBB,complex,4940.899999976158
SS1630953806048,6,background,BBBDBB,complex,3773.299999952316
SS1630953806048,1,background,BBBBBD,simple,2953.2999999523163
SS1630953806048,2,background,BBBBBD,simple,1772.5
SS1630953806048,3,background,BBBBBD,simple,1149.899999976158
SS1630953806048,4,background,BBBBBD,simple,1458.3000000715256
SS1630953806048,5,background,BBBBBD,simple,1729.5
SS1630953806048,6,deviant,BBBBBD,simple,3275.2999999523163
SS1630953806048,1,background,BBBBBB,complex,6336.399999976158
SS1630953806048,2,background,BBBBBB,complex,1420.899999976158
SS1630953806048,3,background,BBBBBB,complex,1486.399999976158
SS1630953806048,4,background,BBBBBB,complex,1724.5
SS1630953806048,5,background,BBBBBB,complex,1597.399999976158
SS1630953806048,6,background,BBBBBB,complex,1065.7000000476835
SS1630953806048,1,background,BBBBBD,complex,3498.100000023842
SS1630953806048,2,background,BBBBBD,complex,3090.5
SS1630953806048,3,background,BBBBBD,complex,2759.100000023842
SS1630953806048,4,background,BBBBBD,complex,2075
SS1630953806048,5,background,BBBBBD,complex,1875.399999976158
SS1630953806048,6,deviant,BBBBBD,complex,3012.2999999523163
SS1630953806048,1,background,BDBBBB,complex,1727.899999976158
SS1630953806048,2,deviant,BDBBBB,complex,2392.2999999523163
SS1630953806048,3,background,BDBBBB,complex,1751.100000023842
SS1630953806048,4,background,BDBBBB,complex,786.8999999761581
SS1630953806048,5,background,BDBBBB,complex,1579.8000000715256
SS1630953806048,6,background,BDBBBB,complex,1394.600000023842
SS1630953806048,1,background,BBBBBB,simple,1296
SS1630953806048,2,background,BBBBBB,simple,792
SS1630953806048,3,background,BBBBBB,simple,1405.5
SS1630953806048,4,background,BBBBBB,simple,1280
SS1630953806048,5,background,BBBBBB,simple,1516.899999976158
SS1630953806048,6,background,BBBBBB,simple,1615.5
SS1630953806048,1,background,BBBDBB,simple,3655.100000023842
SS1630953806048,2,background,BBBDBB,simple,1124.7999999523165
SS1630953806048,3,background,BBBDBB,simple,930.7999999523164
SS1630953806048,4,deviant,BBBDBB,simple,940.6999999284744
SS1630953806048,5,background,BBBDBB,simple,987.7000000476836
SS1630953806048,6,background,BBBDBB,simple,1214.6999999284744
SS1630954846809,1,background,BDBBBB,simple,5951
SS1630954846809,2,deviant,BDBBBB,simple,5833.4000000059605
SS1630954846809,3,background,BDBBBB,simple,6915.60000000149
SS1630954846809,4,background,BDBBBB,simple,3837.20000000298
SS1630954846809,5,background,BDBBBB,simple,4176.30000000447
SS1630954846809,6,background,BDBBBB,simple,7088.69999999553
SS1630954846809,1,background,BBBBBB,simple,3734.70000000298
SS1630954846809,2,background,BBBBBB,simple,2419.5
SS1630954846809,3,background,BBBBBB,simple,3627.10000000149
SS1630954846809,4,background,BBBBBB,simple,3151.39999999851
SS1630954846809,5,background,BBBBBB,simple,3821.6999999955297
SS1630954846809,6,background,BBBBBB,simple,3658.599999994039
SS1630954846809,1,background,BBBBBD,simple,5721.60000000149
SS1630954846809,2,background,BBBBBD,simple,4696.79999999702
SS1630954846809,3,background,BBBBBD,simple,3564.10000000149
SS1630954846809,4,background,BBBBBD,simple,2377.89999999851
SS1630954846809,5,background,BBBBBD,simple,2619.89999999851
SS1630954846809,6,deviant,BBBBBD,simple,3480
SS1630954846809,1,background,BBBBBD,complex,4736.70000000298
SS1630954846809,2,background,BBBBBD,complex,3559.89999999851
SS1630954846809,3,background,BBBBBD,complex,3864.900000005961
SS1630954846809,4,background,BBBBBD,complex,2561.5
SS1630954846809,5,background,BBBBBD,complex,1180.6999999955297
SS1630954846809,6,deviant,BBBBBD,complex,5134.29999999702
SS1630954846809,1,background,BBBBBB,complex,4253.10000000149
SS1630954846809,2,background,BBBBBB,complex,1287.2000000029802
SS1630954846809,3,background,BBBBBB,complex,980.39999999851
SS1630954846809,4,background,BBBBBB,complex,1314.60000000149
SS1630954846809,5,background,BBBBBB,complex,2098.0999999940395
SS1630954846809,6,background,BBBBBB,complex,1283
SS1630954846809,1,background,BBBDBB,simple,3961.89999999851
SS1630954846809,2,background,BBBDBB,simple,1508.7999999970198
SS1630954846809,3,background,BBBDBB,simple,1285.5
SS1630954846809,4,deviant,BBBDBB,simple,3976.39999999851
SS1630954846809,5,background,BBBDBB,simple,2019.89999999851
SS1630954846809,6,background,BBBDBB,simple,650
SS1630954846809,1,background,BBBDBB,complex,4609.5
SS1630954846809,2,background,BBBDBB,complex,3471.89999999851
SS1630954846809,3,background,BBBDBB,complex,2121.60000000149
SS1630954846809,4,deviant,BBBDBB,complex,2535.60000000149
SS1630954846809,5,background,BBBDBB,complex,2200.70000000298
SS1630954846809,6,background,BBBDBB,complex,570.3000000044703
SS1630954846809,1,background,BDBBBB,complex,4529.30000000447
SS1630954846809,2,deviant,BDBBBB,complex,2012.60000000149
SS1630954846809,3,background,BDBBBB,complex,2514.29999999702
SS1630954846809,4,background,BDBBBB,complex,1487
SS1630954846809,5,background,BDBBBB,complex,838.1000000014901
SS1630954846809,6,background,BDBBBB,complex,1420.60000000149
SS1630954910049,1,background,BBBBBB,simple,6068.699999988079
SS1630954910049,2,background,BBBBBB,simple,3574.0999999940395
SS1630954910049,3,background,BBBBBB,simple,3492.20000000298
SS1630954910049,4,background,BBBBBB,simple,5945.600000008941
SS1630954910049,5,background,BBBBBB,simple,5078.29999999702
SS1630954910049,6,background,BBBBBB,simple,2813.70000000298
SS1630954910049,1,background,BDBBBB,simple,6300.29999999702
SS1630954910049,2,deviant,BDBBBB,simple,4975.20000000298
SS1630954910049,3,background,BDBBBB,simple,3623.5
SS1630954910049,4,background,BDBBBB,simple,2164.199999988079
SS1630954910049,5,background,BDBBBB,simple,3517.79999999702
SS1630954910049,6,background,BDBBBB,simple,2213.800000011921
SS1630954910049,1,background,BDBBBB,complex,6024.20000000298
SS1630954910049,2,deviant,BDBBBB,complex,4436.5999999940395
SS1630954910049,3,background,BDBBBB,complex,3285.29999999702
SS1630954910049,4,background,BDBBBB,complex,2508
SS1630954910049,5,background,BDBBBB,complex,2537.5999999940395
SS1630954910049,6,background,BDBBBB,complex,2993.70000000298
SS1630954910049,1,background,BBBBBD,simple,4967.5
SS1630954910049,2,background,BBBBBD,simple,1671.5
SS1630954910049,3,background,BBBBBD,simple,3647.70000000298
SS1630954910049,4,background,BBBBBD,simple,1546.5999999940395
SS1630954910049,5,background,BBBBBD,simple,3825.20000000298
SS1630954910049,6,deviant,BBBBBD,simple,3068.29999999702
SS1630954910049,1,background,BBBBBD,complex,3198.0999999940395
SS1630954910049,2,background,BBBBBD,complex,3952.6000000089407
SS1630954910049,3,background,BBBBBD,complex,2664.79999999702
SS1630954910049,4,background,BBBBBD,complex,1965.79999999702
SS1630954910049,5,background,BBBBBD,complex,3146
SS1630954910049,6,deviant,BBBBBD,complex,3263
SS1630954910049,1,background,BBBDBB,complex,4277.5
SS1630954910049,2,background,BBBDBB,complex,600.7999999970198
SS1630954910049,3,background,BBBDBB,complex,1117.4000000059605
SS1630954910049,4,deviant,BBBDBB,complex,2860.1000000089407
SS1630954910049,5,background,BBBDBB,complex,4090.400000005961
SS1630954910049,6,background,BBBDBB,complex,1352.9000000059605
SS1630954910049,1,background,BBBBBB,complex,4048
SS1630954910049,2,background,BBBBBB,complex,659.4000000059605
SS1630954910049,3,background,BBBBBB,complex,623.7999999970198
SS1630954910049,4,background,BBBBBB,complex,678.2999999970198
SS1630954910049,5,background,BBBBBB,complex,510.3999999910593
SS1630954910049,6,background,BBBBBB,complex,539.8999999910593
SS1630954910049,1,background,BBBDBB,simple,1514.6000000089407
SS1630954910049,2,background,BBBDBB,simple,1704.8999999910593
SS1630954910049,3,background,BBBDBB,simple,1550.7000000029802
SS1630954910049,4,deviant,BBBDBB,simple,1483
SS1630954910049,5,background,BBBDBB,simple,836.2999999970198
SS1630954910049,6,background,BBBDBB,simple,880.1000000089407
SS1630955086768,1,background,BDBBBB,complex,7369.299999952316
SS1630955086768,2,deviant,BDBBBB,complex,8623.599999904633
SS1630955086768,3,background,BDBBBB,complex,8461.200000047684
SS1630955086768,4,background,BDBBBB,complex,4866.200000047684
SS1630955086768,5,background,BDBBBB,complex,8291.200000047684
SS1630955086768,6,background,BDBBBB,complex,5011.299999952316
SS1630955086768,1,background,BBBDBB,simple,5306
SS1630955086768,2,background,BBBDBB,simple,3367.099999904633
SS1630955086768,3,background,BBBDBB,simple,4889.100000023842
SS1630955086768,4,deviant,BBBDBB,simple,5801.899999976158
SS1630955086768,5,background,BBBDBB,simple,3898.6999999284744
SS1630955086768,6,background,BBBDBB,simple,1623.899999976158
SS1630955086768,1,background,BBBBBB,simple,3806.100000023842
SS1630955086768,2,background,BBBBBB,simple,3250.400000095367
SS1630955086768,3,background,BBBBBB,simple,3705.600000023842
SS1630955086768,4,background,BBBBBB,simple,3014.399999976158
SS1630955086768,5,background,BBBBBB,simple,1485.7000000476835
SS1630955086768,6,background,BBBBBB,simple,2791.100000023842
SS1630955086768,1,background,BBBDBB,complex,6108.5
SS1630955086768,2,background,BBBDBB,complex,3929.5
SS1630955086768,3,background,BBBDBB,complex,3525.7999999523163
SS1630955086768,4,deviant,BBBDBB,complex,6680
SS1630955086768,5,background,BBBDBB,complex,1701.7999999523165
SS1630955086768,6,background,BBBDBB,complex,1627.2000000476835
SS1630955086768,1,background,BBBBBD,complex,5429
SS1630955086768,2,background,BBBBBD,complex,3197.3000000715256
SS1630955086768,3,background,BBBBBD,complex,3353.399999976158
SS1630955086768,4,background,BBBBBD,complex,2394.7000000476837
SS1630955086768,5,background,BBBBBD,complex,1775.1999999284744
SS1630955086768,6,deviant,BBBBBD,complex,6417.300000071526
SS1630955086768,1,background,BDBBBB,simple,2516.099999904633
SS1630955086768,2,deviant,BDBBBB,simple,3482.2999999523163
SS1630955086768,3,background,BDBBBB,simple,2892.5
SS1630955086768,4,background,BDBBBB,simple,1342.0999999046326
SS1630955086768,5,background,BDBBBB,simple,1554.1999999284744
SS1630955086768,6,background,BDBBBB,simple,1273
SS1630955086768,1,background,BBBBBB,complex,3912.5
SS1630955086768,2,background,BBBBBB,complex,2845.399999976158
SS1630955086768,3,background,BBBBBB,complex,2085.600000023842
SS1630955086768,4,background,BBBBBB,complex,1308
SS1630955086768,5,background,BBBBBB,complex,917.6999999284744
SS1630955086768,6,background,BBBBBB,complex,1097
SS1630955086768,1,background,BBBBBD,simple,2303.600000023842
SS1630955086768,2,background,BBBBBD,simple,667.7000000476837
SS1630955086768,3,background,BBBBBD,simple,2375
SS1630955086768,4,background,BBBBBD,simple,590.2999999523163
SS1630955086768,5,background,BBBBBD,simple,1546.7000000476835
SS1630955086768,6,deviant,BBBBBD,simple,3069.7999999523163
SS1630955712000,1,background,BBBBBD,simple,7500
SS1630955712000,2,background,BBBBBD,simple,5900
SS1630955712000,3,background,BBBBBD,simple,5000
SS1630955712000,4,background,BBBBBD,simple,5200
SS1630955712000,5,background,BBBBBD,simple,8400
SS1630955712000,6,deviant,BBBBBD,simple,9700
SS1630955712000,1,background,BBBBBB,simple,7500
SS1630955712000,2,background,BBBBBB,simple,6100
SS1630955712000,3,background,BBBBBB,simple,5000
SS1630955712000,4,background,BBBBBB,simple,5500
SS1630955712000,5,background,BBBBBB,simple,4600
SS1630955712000,6,background,BBBBBB,simple,5200
SS1630955712000,1,background,BDBBBB,complex,5300
SS1630955712000,2,deviant,BDBBBB,complex,3700
SS1630955712000,3,background,BDBBBB,complex,4400
SS1630955712000,4,background,BDBBBB,complex,3900
SS1630955712000,5,background,BDBBBB,complex,3700
SS1630955712000,6,background,BDBBBB,complex,3200
SS1630955712000,1,background,BDBBBB,simple,3800
SS1630955712000,2,deviant,BDBBBB,simple,2700
SS1630955712000,3,background,BDBBBB,simple,2300
SS1630955712000,4,background,BDBBBB,simple,2200
SS1630955712000,5,background,BDBBBB,simple,1500
SS1630955712000,6,background,BDBBBB,simple,2200
SS1630955712000,1,background,BBBBBD,complex,3900
SS1630955712000,2,background,BBBBBD,complex,2800
SS1630955712000,3,background,BBBBBD,complex,2600
SS1630955712000,4,background,BBBBBD,complex,2100
SS1630955712000,5,background,BBBBBD,complex,3400
SS1630955712000,6,deviant,BBBBBD,complex,10300
SS1630955712000,1,background,BBBDBB,simple,3200
SS1630955712000,2,background,BBBDBB,simple,3300
SS1630955712000,3,background,BBBDBB,simple,2000
SS1630955712000,4,deviant,BBBDBB,simple,2100
SS1630955712000,5,background,BBBDBB,simple,2000
SS1630955712000,6,background,BBBDBB,simple,1600
SS1630955712000,1,background,BBBDBB,complex,18700
SS1630955712000,2,background,BBBDBB,complex,14700
SS1630955712000,3,background,BBBDBB,complex,6100
SS1630955712000,4,deviant,BBBDBB,complex,2900
SS1630955712000,5,background,BBBDBB,complex,1500
SS1630955712000,6,background,BBBDBB,complex,1300
SS1630955712000,1,background,BBBBBB,complex,5400
SS1630955712000,2,background,BBBBBB,complex,2400
SS1630955712000,3,background,BBBBBB,complex,6900
SS1630955712000,4,background,BBBBBB,complex,2000
SS1630955712000,5,background,BBBBBB,complex,3700
SS1630955712000,6,background,BBBBBB,complex,7100
SS1630955845054,1,background,BBBDBB,complex,17760
SS1630955845054,2,background,BBBDBB,complex,4145
SS1630955845054,3,background,BBBDBB,complex,41838.10000002384
SS1630955845054,4,deviant,BBBDBB,complex,9189.100000023842
SS1630955845054,5,background,BBBDBB,complex,2417.100000023842
SS1630955845054,1,background,BBBBBD,simple,12363.099999964235
SS1630955845054,2,background,BBBBBD,simple,19600.5
SS1630955845054,3,background,BBBBBD,simple,2692.899999976158
SS1630955845054,4,background,BBBBBD,simple,1507
SS1630955845054,6,deviant,BBBBBD,simple,1325.0999999642372
SS1630955845054,1,background,BBBBBD,complex,8152
SS1630955845054,2,background,BBBBBD,complex,2084.699999988079
SS1630955845054,3,background,BBBBBD,complex,1239.5
SS1630955845054,4,background,BBBBBD,complex,1017.6999999880792
SS1630955845054,5,background,BBBBBD,complex,1044.5999999642372
SS1630955845054,6,deviant,BBBBBD,complex,3660.900000035763
SS1630955845054,1,background,BDBBBB,complex,2954.2000000476837
SS1630955845054,2,deviant,BDBBBB,complex,1973.7999999523165
SS1630955845054,3,background,BDBBBB,complex,1125
SS1630955845054,4,background,BDBBBB,complex,739.7000000476837
SS1630955845054,5,background,BDBBBB,complex,1058.800000011921
SS1630955845054,6,background,BDBBBB,complex,648.1000000238419
SS1630955845054,1,background,BBBBBB,simple,28577.099999964237
SS1630955845054,2,background,BBBBBB,simple,889.8000000119209
SS1630955845054,3,background,BBBBBB,simple,659.5999999642372
SS1630955845054,4,background,BBBBBB,simple,981.899999976158
SS1630955845054,5,background,BBBBBB,simple,1321.300000011921
SS1630955845054,6,background,BBBBBB,simple,1162.5
SS1630955845054,2,deviant,BDBBBB,simple,3846.5
SS1630955845054,3,background,BDBBBB,simple,2027.5
SS1630955845054,4,background,BDBBBB,simple,651.2000000476837
SS1630955845054,5,background,BDBBBB,simple,3021.300000011921
SS1630955845054,6,background,BDBBBB,simple,767.5
SS1630955845054,1,background,BBBDBB,simple,1159.699999988079
SS1630955845054,2,background,BBBDBB,simple,911.100000023842
SS1630955845054,3,background,BBBDBB,simple,1233.300000011921
SS1630955845054,4,deviant,BBBDBB,simple,1018
SS1630955845054,5,background,BBBDBB,simple,504.300000011921
SS1630955845054,6,background,BBBDBB,simple,613.2999999523163
SS1630955845054,2,background,BBBBBB,complex,801.7999999523163
SS1630955845054,3,background,BBBBBB,complex,949.6999999880792
SS1630955845054,4,background,BBBBBB,complex,3028.300000011921
SS1630955845054,5,background,BBBBBB,complex,1160.5
SS1630955845054,6,background,BBBBBB,complex,1310.4000000357628
SS1630955980793,1,background,BBBBBB,complex,2815.5
SS1630955980793,2,background,BBBBBB,complex,1451.6000000000931
SS1630955980793,3,background,BBBBBB,complex,1468.5999999999767
SS1630955980793,4,background,BBBBBB,complex,559.2999999999302
SS1630955980793,5,background,BBBBBB,complex,998
SS1630955980793,6,background,BBBBBB,complex,907.5
SS1630955980793,1,background,BDBBBB,simple,3800.5
SS1630955980793,2,deviant,BDBBBB,simple,2869.9000000000233
SS1630955980793,3,background,BDBBBB,simple,782.2999999999302
SS1630955980793,4,background,BDBBBB,simple,791.4000000000233
SS1630955980793,5,background,BDBBBB,simple,825.8000000000466
SS1630955980793,6,background,BDBBBB,simple,1032
SS1630955980793,1,background,BBBBBB,simple,5037.900000000023
SS1630955980793,2,background,BBBBBB,simple,754.6999999999534
SS1630955980793,3,background,BBBBBB,simple,1488.2000000000698
SS1630955980793,4,background,BBBBBB,simple,1832.0999999999767
SS1630955980793,5,background,BBBBBB,simple,1095.1999999999534
SS1630955980793,6,background,BBBBBB,simple,1244.2999999999302
SS1630955980793,1,background,BDBBBB,complex,12572.599999999977
SS1630955980793,2,deviant,BDBBBB,complex,1369.1999999999534
SS1630955980793,3,background,BDBBBB,complex,614.9000000000233
SS1630955980793,4,background,BDBBBB,complex,1132.1000000000931
SS1630955980793,5,background,BDBBBB,complex,764
SS1630955980793,6,background,BDBBBB,complex,800.3000000000466
SS1630955980793,1,background,BBBDBB,simple,3115.1999999999534
SS1630955980793,2,background,BBBDBB,simple,515.4000000000233
SS1630955980793,3,background,BBBDBB,simple,665.9000000000233
SS1630955980793,4,deviant,BBBDBB,simple,1145.5999999999767
SS1630955980793,5,background,BBBDBB,simple,590
SS1630955980793,6,background,BBBDBB,simple,909.6999999999534
SS1630955980793,1,background,BBBDBB,complex,4375.099999999977
SS1630955980793,2,background,BBBDBB,complex,518.2000000000698
SS1630955980793,3,background,BBBDBB,complex,1267.1999999999534
SS1630955980793,4,deviant,BBBDBB,complex,1760.2999999999302
SS1630955980793,5,background,BBBDBB,complex,615.1999999999534
SS1630955980793,6,background,BBBDBB,complex,1289.7999999999302
SS1630955980793,1,background,BBBBBD,simple,2226.3000000000466
SS1630955980793,2,background,BBBBBD,simple,1638.7999999999302
SS1630955980793,3,background,BBBBBD,simple,929.7999999999302
SS1630955980793,4,background,BBBBBD,simple,897.7999999999302
SS1630955980793,5,background,BBBBBD,simple,1160.3000000000466
SS1630955980793,6,deviant,BBBBBD,simple,1844.2999999999304
SS1630955980793,1,background,BBBBBD,complex,2736.9000000000233
SS1630955980793,2,background,BBBBBD,complex,1704.8999999999069
SS1630955980793,3,background,BBBBBD,complex,641
SS1630955980793,4,background,BBBBBD,complex,573.1999999999534
SS1630955980793,5,background,BBBBBD,complex,920
SS1630955980793,6,deviant,BBBBBD,complex,2244.20000000007
SS1630950873228,1,background,BBBBBD,simple,7642
SS1630950873228,2,background,BBBBBD,simple,5013
SS1630950873228,3,background,BBBBBD,simple,6488
SS1630950873228,4,background,BBBBBD,simple,4490
SS1630950873228,5,background,BBBBBD,simple,5276
SS1630950873228,6,deviant,BBBBBD,simple,8124
SS1630950873228,1,background,BBBBBB,complex,8297
SS1630950873228,2,background,BBBBBB,complex,2531
SS1630950873228,3,background,BBBBBB,complex,1905
SS1630950873228,4,background,BBBBBB,complex,1857
SS1630950873228,5,background,BBBBBB,complex,2585
SS1630950873228,6,background,BBBBBB,complex,1478
SS1630950873228,1,background,BBBDBB,complex,6791
SS1630950873228,2,background,BBBDBB,complex,3344
SS1630950873228,3,background,BBBDBB,complex,6715
SS1630950873228,4,deviant,BBBDBB,complex,5598
SS1630950873228,5,background,BBBDBB,complex,4777
SS1630950873228,6,background,BBBDBB,complex,5574
SS1630950873228,1,background,BBBBBB,simple,4568
SS1630950873228,2,background,BBBBBB,simple,2224
SS1630950873228,3,background,BBBBBB,simple,28450
SS1630950873228,4,background,BBBBBB,simple,524
SS1630950873228,5,background,BBBBBB,simple,1534
SS1630950873228,6,background,BBBBBB,simple,1688
SS1630950873228,1,background,BDBBBB,complex,4242
SS1630950873228,2,deviant,BDBBBB,complex,2962
SS1630950873228,3,background,BDBBBB,complex,1556
SS1630950873228,4,background,BDBBBB,complex,923
SS1630950873228,5,background,BDBBBB,complex,1705
SS1630950873228,6,background,BDBBBB,complex,2982
SS1630950873228,1,background,BBBBBD,complex,8674
SS1630950873228,2,background,BBBBBD,complex,2137
SS1630950873228,3,background,BBBBBD,complex,5558
SS1630950873228,4,background,BBBBBD,complex,4050
SS1630950873228,5,background,BBBBBD,complex,2261
SS1630950873228,6,deviant,BBBBBD,complex,5882
SS1630950873228,1,background,BDBBBB,simple,5420
SS1630950873228,2,deviant,BDBBBB,simple,4803
SS1630950873228,3,background,BDBBBB,simple,9233
SS1630950873228,4,background,BDBBBB,simple,16009
SS1630950873228,5,background,BDBBBB,simple,3642
SS1630950873228,6,background,BDBBBB,simple,2298
SS1630950873228,1,background,BBBDBB,simple,3876
SS1630950873228,2,background,BBBDBB,simple,1099
SS1630950873228,3,background,BBBDBB,simple,1872
SS1630950873228,4,deviant,BBBDBB,simple,1449
SS1630950873228,5,background,BBBDBB,simple,1103
SS1630950873228,6,background,BBBDBB,simple,1028
SS1630951084066,1,background,BBBDBB,complex,6831.700000047684
SS1630951084066,2,background,BBBDBB,complex,7104.100000023842
SS1630951084066,3,background,BBBDBB,complex,6288.400000095367
SS1630951084066,4,deviant,BBBDBB,complex,6712.799999952316
SS1630951084066,5,background,BBBDBB,complex,4285.600000023842
SS1630951084066,6,background,BBBDBB,complex,4340.899999976158
SS1630951084066,1,background,BBBDBB,simple,5753
SS1630951084066,2,background,BBBDBB,simple,2786.100000023842
SS1630951084066,3,background,BBBDBB,simple,1945.7999999523165
SS1630951084066,4,deviant,BBBDBB,simple,5662.099999904633
SS1630951084066,5,background,BBBDBB,simple,2200.899999976158
SS1630951084066,6,background,BBBDBB,simple,1836
SS1630951084066,1,background,BDBBBB,complex,6486.799999952316
SS1630951084066,2,deviant,BDBBBB,complex,6872
SS1630951084066,3,background,BDBBBB,complex,5278.699999928474
SS1630951084066,4,background,BDBBBB,complex,3085.5
SS1630951084066,5,background,BDBBBB,complex,2584
SS1630951084066,6,background,BDBBBB,complex,2601.899999976158
SS1630951084066,1,background,BBBBBB,complex,4575.899999976158
SS1630951084066,2,background,BBBBBB,complex,3118.7999999523163
SS1630951084066,3,background,BBBBBB,complex,2483
SS1630951084066,4,background,BBBBBB,complex,2511.5
SS1630951084066,5,background,BBBBBB,complex,3780.399999976158
SS1630951084066,6,background,BBBBBB,complex,2681.5
SS1630951084066,1,background,BBBBBD,complex,4354.800000071526
SS1630951084066,2,background,BBBBBD,complex,1819.5
SS1630951084066,3,background,BBBBBD,complex,1467.7999999523165
SS1630951084066,4,background,BBBBBD,complex,1754.3000000715256
SS1630951084066,5,background,BBBBBD,complex,2100.600000023842
SS1630951084066,6,deviant,BBBBBD,complex,4787.600000023842
SS1630951084066,1,background,BBBBBB,simple,3046.5
SS1630951084066,2,background,BBBBBB,simple,4033.1999999284744
SS1630951084066,3,background,BBBBBB,simple,1077.2999999523165
SS1630951084066,4,background,BBBBBB,simple,2097
SS1630951084066,5,background,BBBBBB,simple,1826.399999976158
SS1630951084066,6,background,BBBBBB,simple,1225
SS1630951084066,1,background,BDBBBB,simple,2934.100000023842
SS1630951084066,2,deviant,BDBBBB,simple,2092
SS1630951084066,3,background,BDBBBB,simple,2452
SS1630951084066,4,background,BDBBBB,simple,2221.6999999284744
SS1630951084066,5,background,BDBBBB,simple,2230.899999976158
SS1630951084066,6,background,BDBBBB,simple,2238.5
SS1630951084066,1,background,BBBBBD,simple,3019.7000000476837
SS1630951084066,2,background,BBBBBD,simple,2251
SS1630951084066,3,background,BBBBBD,simple,1348.600000023842
SS1630951084066,4,background,BBBBBD,simple,949.399999976158
SS1630951084066,5,background,BBBBBD,simple,647.6000000238419
SS1630951084066,6,deviant,BBBBBD,simple,2466.6999999284744
SS1630951623475,1,background,BBBBBD,complex,14220.90000000596
SS1630951623475,2,background,BBBBBD,complex,3517.7000000178814
SS1630951623475,3,background,BBBBBD,complex,5982.799999982119
SS1630951623475,4,background,BBBBBD,complex,19280.40000000596
SS1630951623475,5,background,BBBBBD,complex,3282.2999999821186
SS1630951623475,6,deviant,BBBBBD,complex,6357.299999982119
SS1630951623475,1,background,BDBBBB,simple,5778.5999999940395
SS1630951623475,2,deviant,BDBBBB,simple,5168.5
SS1630951623475,3,background,BDBBBB,simple,1620.800000011921
SS1630951623475,4,background,BDBBBB,simple,1168.800000011921
SS1630951623475,5,background,BDBBBB,simple,1269.0999999940395
SS1630951623475,6,background,BDBBBB,simple,1973.9000000059605
SS1630951623475,1,background,BBBBBB,simple,3520.7999999821186
SS1630951623475,2,background,BBBBBB,simple,1562.699999988079
SS1630951623475,3,background,BBBBBB,simple,1214
SS1630951623475,4,background,BBBBBB,simple,2162.5999999940395
SS1630951623475,5,background,BBBBBB,simple,1590.9000000059605
SS1630951623475,6,background,BBBBBB,simple,1621
SS1630951623475,1,background,BDBBBB,complex,3443.199999988079
SS1630951623475,2,deviant,BDBBBB,complex,5616
SS1630951623475,3,background,BDBBBB,complex,1332.300000011921
SS1630951623475,4,background,BDBBBB,complex,934.8000000119208
SS1630951623475,5,background,BDBBBB,complex,1422.0999999940395
SS1630951623475,6,background,BDBBBB,complex,851
SS1630951623475,1,background,BBBDBB,complex,4747.0999999940395
SS1630951623475,2,background,BBBDBB,complex,645.5
SS1630951623475,3,background,BBBDBB,complex,898.7000000178814
SS1630951623475,4,deviant,BBBDBB,complex,4077.400000005961
SS1630951623475,5,background,BBBDBB,complex,959.3000000119208
SS1630951623475,6,background,BBBDBB,complex,1391.5
SS1630951623475,1,background,BBBDBB,simple,2369.699999988079
SS1630951623475,2,background,BBBDBB,simple,891.8000000119209
SS1630951623475,3,background,BBBDBB,simple,871.9000000059605
SS1630951623475,4,deviant,BBBDBB,simple,1318.300000011921
SS1630951623475,5,background,BBBDBB,simple,503.2000000178814
SS1630951623475,6,background,BBBDBB,simple,834.7000000178814
SS1630951623475,1,background,BBBBBD,simple,927.9000000059604
SS1630951623475,2,background,BBBBBD,simple,823.0999999940395
SS1630951623475,3,background,BBBBBD,simple,684.0999999940395
SS1630951623475,4,background,BBBBBD,simple,812.7999999821186
SS1630951623475,5,background,BBBBBD,simple,840.5
SS1630951623475,6,deviant,BBBBBD,simple,816.3000000119209
SS1630951623475,1,background,BBBBBB,complex,2428.800000011921
SS1630951623475,2,background,BBBBBB,complex,807.5999999940395
SS1630951623475,3,background,BBBBBB,complex,696.6000000238419
SS1630951623475,4,background,BBBBBB,complex,1135.5
SS1630951623475,5,background,BBBBBB,complex,806.5
SS1630951623475,6,background,BBBBBB,complex,827.5999999940395
SS1630952417185,1,background,BBBDBB,complex,4558.900000095367
SS1630952417185,2,background,BBBDBB,complex,4078.599999904633
SS1630952417185,3,background,BBBDBB,complex,15176.099999904633
SS1630952417185,4,deviant,BBBDBB,complex,32525.700000047684
SS1630952417185,5,background,BBBDBB,complex,8502.799999952316
SS1630952417185,6,background,BBBDBB,complex,2784.900000095367
SS1630952417185,1,background,BBBBBB,complex,4038.299999952316
SS1630952417185,2,background,BBBBBB,complex,1280.5999999046326
SS1630952417185,3,background,BBBBBB,complex,20665
SS1630952417185,4,background,BBBBBB,complex,7304
SS1630952417185,5,background,BBBBBB,complex,8286.600000143051
SS1630952417185,6,background,BBBBBB,complex,726.5
SS1630952417185,1,background,BDBBBB,complex,23304.799999952316
SS1630952417185,2,deviant,BDBBBB,complex,14553.899999856949
SS1630952417185,3,background,BDBBBB,complex,1812.2000000476835
SS1630952417185,4,background,BDBBBB,complex,1258.4000000953674
SS1630952417185,5,background,BDBBBB,complex,1044.0999999046326
SS1630952417185,6,background,BDBBBB,complex,582.9000000953674
SS1630952417185,1,background,BBBBBD,complex,14888.899999856949
SS1630952417185,2,background,BBBBBD,complex,1194.9000000953674
