subject,total_rt,block_type,background_stimulus,deviant_stimulus,background_type,deviant_type,violation_type,total_trial_number,trial_number,block_number,animacy,number,pose,trial_type
SS1681494143339,2414,deviant_block,media/padded_stims/animate_009_left.png,media/padded_stims/animate_007_left.png,animate_pair_left,animate_pair_left,identity,4,1,1,animate,pair,left,background
SS1681494143339,2909,deviant_block,media/padded_stims/animate_009_left.png,media/padded_stims/animate_007_left.png,animate_pair_left,animate_pair_left,identity,4,2,1,animate,pair,left,background
SS1681494143339,3745,deviant_block,media/padded_stims/animate_009_left.png,media/padded_stims/animate_007_left.png,animate_pair_left,animate_pair_left,identity,4,3,1,animate,pair,left,background
SS1681494143339,6367,deviant_block,media/padded_stims/animate_009_left.png,media/padded_stims/animate_007_left.png,animate_pair_left,animate_pair_left,identity,4,4,1,animate,pair,left,deviant
SS1681494143339,1736,background_block,media/padded_stims/inanimate_009_left.png,null,inanimate_pair_left,null,null,2,1,2,inanimate,pair,left,background
SS1681494143339,1572,background_block,media/padded_stims/inanimate_009_left.png,null,inanimate_pair_left,null,null,2,2,2,inanimate,pair,left,background
SS1681494143339,1427,deviant_block,media/padded_stims/inanimate_003_left.png,media/padded_stims/animate_001_left.png,inanimate_single_left,animate_single_left,animacy,6,1,3,inanimate,single,left,background
SS1681494143339,2205,deviant_block,media/padded_stims/inanimate_003_left.png,media/padded_stims/animate_001_left.png,inanimate_single_left,animate_single_left,animacy,6,2,3,inanimate,single,left,background
SS1681494143339,2781,deviant_block,media/padded_stims/inanimate_003_left.png,media/padded_stims/animate_001_left.png,inanimate_single_left,animate_single_left,animacy,6,3,3,inanimate,single,left,background
SS1681494143339,2121,deviant_block,media/padded_stims/inanimate_003_left.png,media/padded_stims/animate_001_left.png,inanimate_single_left,animate_single_left,animacy,6,4,3,inanimate,single,left,background
SS1681494143339,1526,deviant_block,media/padded_stims/inanimate_003_left.png,media/padded_stims/animate_001_left.png,inanimate_single_left,animate_single_left,animacy,6,5,3,inanimate,single,left,background
SS1681494143339,1546,deviant_block,media/padded_stims/inanimate_003_left.png,media/padded_stims/animate_001_left.png,inanimate_single_left,animate_single_left,animacy,6,6,3,inanimate,single,left,deviant
SS1681494143339,1522,deviant_block,media/padded_stims/inanimate_006_right.png,media/padded_stims/inanimate_011_left.png,inanimate_pair_right,inanimate_pair_left,pose,2,1,4,inanimate,pair,right,background
SS1681494143339,2490,deviant_block,media/padded_stims/inanimate_006_right.png,media/padded_stims/inanimate_011_left.png,inanimate_pair_right,inanimate_pair_left,pose,2,2,4,inanimate,pair,right,deviant
SS1681494143339,945,background_block,media/padded_stims/animate_012_right.png,null,animate_single_right,null,null,4,1,5,animate,single,right,background
SS1681494143339,1164,background_block,media/padded_stims/animate_012_right.png,null,animate_single_right,null,null,4,2,5,animate,single,right,background
SS1681494143339,869,background_block,media/padded_stims/animate_012_right.png,null,animate_single_right,null,null,4,3,5,animate,single,right,background
SS1681494143339,768,background_block,media/padded_stims/animate_012_right.png,null,animate_single_right,null,null,4,4,5,animate,single,right,background
SS1681494143339,1143,deviant_block,media/padded_stims/animate_005_left.png,media/padded_stims/inanimate_007_left.png,animate_single_left,inanimate_single_left,animacy,2,1,6,animate,single,left,background
SS1681494143339,1023,deviant_block,media/padded_stims/animate_005_left.png,media/padded_stims/inanimate_007_left.png,animate_single_left,inanimate_single_left,animacy,2,2,6,animate,single,left,deviant
SS1681494143339,1284,background_block,media/padded_stims/inanimate_008_right.png,null,inanimate_pair_right,null,null,6,1,7,inanimate,pair,right,background
SS1681494143339,1058,background_block,media/padded_stims/inanimate_008_right.png,null,inanimate_pair_right,null,null,6,2,7,inanimate,pair,right,background
SS1681494143339,952,background_block,media/padded_stims/inanimate_008_right.png,null,inanimate_pair_right,null,null,6,3,7,inanimate,pair,right,background
SS1681494143339,1011,background_block,media/padded_stims/inanimate_008_right.png,null,inanimate_pair_right,null,null,6,4,7,inanimate,pair,right,background
SS1681494143339,1547,background_block,media/padded_stims/inanimate_008_right.png,null,inanimate_pair_right,null,null,6,5,7,inanimate,pair,right,background
SS1681494143339,1380,background_block,media/padded_stims/inanimate_008_right.png,null,inanimate_pair_right,null,null,6,6,7,inanimate,pair,right,background
SS1681494143339,874,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,4,2,8,animate,single,left,background
SS1681494143339,832,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,4,3,8,animate,single,left,background
SS1681494143339,957,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,4,4,8,animate,single,left,background
SS1681494143339,1340,background_block,media/padded_stims/inanimate_006_left.png,null,inanimate_single_left,null,null,2,1,9,inanimate,single,left,background
SS1681494143339,829,background_block,media/padded_stims/inanimate_006_left.png,null,inanimate_single_left,null,null,2,2,9,inanimate,single,left,background
SS1681494143339,872,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_005_right.png,inanimate_single_right,inanimate_pair_right,number,4,1,10,inanimate,single,right,background
SS1681494143339,855,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_005_right.png,inanimate_single_right,inanimate_pair_right,number,4,2,10,inanimate,single,right,background
SS1681494143339,1353,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_005_right.png,inanimate_single_right,inanimate_pair_right,number,4,3,10,inanimate,single,right,background
SS1681494143339,1076,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_005_right.png,inanimate_single_right,inanimate_pair_right,number,4,4,10,inanimate,single,right,deviant
SS1681494143339,1213,background_block,media/padded_stims/animate_006_left.png,null,animate_pair_left,null,null,6,1,11,animate,pair,left,background
SS1681494143339,1054,background_block,media/padded_stims/animate_006_left.png,null,animate_pair_left,null,null,6,2,11,animate,pair,left,background
SS1681494143339,799,background_block,media/padded_stims/animate_006_left.png,null,animate_pair_left,null,null,6,3,11,animate,pair,left,background
SS1681494143339,1242,background_block,media/padded_stims/animate_006_left.png,null,animate_pair_left,null,null,6,4,11,animate,pair,left,background
SS1681494143339,1528,background_block,media/padded_stims/animate_006_left.png,null,animate_pair_left,null,null,6,5,11,animate,pair,left,background
SS1681494143339,779,background_block,media/padded_stims/animate_006_left.png,null,animate_pair_left,null,null,6,6,11,animate,pair,left,background
SS1681494143339,5680,background_block,media/padded_stims/animate_007_right.png,null,animate_pair_right,null,null,6,1,12,animate,pair,right,background
SS1681494143339,1181,background_block,media/padded_stims/animate_007_right.png,null,animate_pair_right,null,null,6,2,12,animate,pair,right,background
SS1681494143339,1342,background_block,media/padded_stims/animate_007_right.png,null,animate_pair_right,null,null,6,3,12,animate,pair,right,background
SS1681494143339,1266,background_block,media/padded_stims/animate_007_right.png,null,animate_pair_right,null,null,6,4,12,animate,pair,right,background
SS1681494143339,1601,background_block,media/padded_stims/animate_007_right.png,null,animate_pair_right,null,null,6,5,12,animate,pair,right,background
SS1681494143339,1272,background_block,media/padded_stims/animate_007_right.png,null,animate_pair_right,null,null,6,6,12,animate,pair,right,background
SS1681494143339,2043,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_single_right,null,null,2,1,13,inanimate,single,right,background
SS1681494143339,1095,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_single_right,null,null,2,2,13,inanimate,single,right,background
SS1681494143339,963,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_004_right.png,animate_single_right,animate_single_right,identity,2,1,14,animate,single,right,background
SS1681494143339,1215,deviant_block,media/padded_stims/animate_011_right.png,media/padded_stims/animate_004_right.png,animate_single_right,animate_single_right,identity,2,2,14,animate,single,right,deviant
SS1681494143339,1103,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_005_left.png,inanimate_pair_left,inanimate_single_left,number,4,1,15,inanimate,pair,left,background
SS1681494143339,1242,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_005_left.png,inanimate_pair_left,inanimate_single_left,number,4,2,15,inanimate,pair,left,background
SS1681494143339,1079,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_005_left.png,inanimate_pair_left,inanimate_single_left,number,4,3,15,inanimate,pair,left,background
SS1681494143339,1005,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_005_left.png,inanimate_pair_left,inanimate_single_left,number,4,4,15,inanimate,pair,left,deviant
SS1681494143339,992,deviant_block,media/padded_stims/animate_010_right.png,media/padded_stims/animate_006_right.png,animate_pair_right,animate_pair_right,identity,6,1,16,animate,pair,right,background
SS1681494143339,940,deviant_block,media/padded_stims/animate_010_right.png,media/padded_stims/animate_006_right.png,animate_pair_right,animate_pair_right,identity,6,2,16,animate,pair,right,background
SS1681494143339,706,deviant_block,media/padded_stims/animate_010_right.png,media/padded_stims/animate_006_right.png,animate_pair_right,animate_pair_right,identity,6,3,16,animate,pair,right,background
SS1681494143339,861,deviant_block,media/padded_stims/animate_010_right.png,media/padded_stims/animate_006_right.png,animate_pair_right,animate_pair_right,identity,6,4,16,animate,pair,right,background
SS1681494143339,786,deviant_block,media/padded_stims/animate_010_right.png,media/padded_stims/animate_006_right.png,animate_pair_right,animate_pair_right,identity,6,5,16,animate,pair,right,background
SS1681494143339,713,deviant_block,media/padded_stims/animate_010_right.png,media/padded_stims/animate_006_right.png,animate_pair_right,animate_pair_right,identity,6,6,16,animate,pair,right,deviant
SS1681508874952,4291,deviant_block,media/padded_stims/animate_009_right.png,media/padded_stims/animate_010_right.png,animate_single_right,animate_single_right,identity,4,1,1,animate,single,right,background
SS1681508874952,2704,deviant_block,media/padded_stims/animate_009_right.png,media/padded_stims/animate_010_right.png,animate_single_right,animate_single_right,identity,4,2,1,animate,single,right,background
SS1681508874952,3300,deviant_block,media/padded_stims/animate_009_right.png,media/padded_stims/animate_010_right.png,animate_single_right,animate_single_right,identity,4,3,1,animate,single,right,background
SS1681508874952,3122,deviant_block,media/padded_stims/animate_009_right.png,media/padded_stims/animate_010_right.png,animate_single_right,animate_single_right,identity,4,4,1,animate,single,right,deviant
SS1681508874952,4846,deviant_block,media/padded_stims/animate_007_right.png,media/padded_stims/animate_011_right.png,animate_pair_right,animate_pair_right,identity,4,1,2,animate,pair,right,background
SS1681508874952,1125,deviant_block,media/padded_stims/animate_007_right.png,media/padded_stims/animate_011_right.png,animate_pair_right,animate_pair_right,identity,4,2,2,animate,pair,right,background
SS1681508874952,1724,deviant_block,media/padded_stims/animate_007_right.png,media/padded_stims/animate_011_right.png,animate_pair_right,animate_pair_right,identity,4,3,2,animate,pair,right,background
SS1681508874952,2385,deviant_block,media/padded_stims/animate_007_right.png,media/padded_stims/animate_011_right.png,animate_pair_right,animate_pair_right,identity,4,4,2,animate,pair,right,deviant
SS1681508874952,2988,deviant_block,media/padded_stims/animate_009_left.png,media/padded_stims/inanimate_004_left.png,animate_pair_left,inanimate_pair_left,animacy,2,1,3,animate,pair,left,background
SS1681508874952,2253,deviant_block,media/padded_stims/animate_009_left.png,media/padded_stims/inanimate_004_left.png,animate_pair_left,inanimate_pair_left,animacy,2,2,3,animate,pair,left,deviant
SS1681508874952,3338,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_single_left,null,null,4,1,4,inanimate,single,left,background
SS1681508874952,1165,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_single_left,null,null,4,2,4,inanimate,single,left,background
SS1681508874952,1827,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_single_left,null,null,4,3,4,inanimate,single,left,background
SS1681508874952,2501,background_block,media/padded_stims/inanimate_003_left.png,null,inanimate_single_left,null,null,4,4,4,inanimate,single,left,background
SS1681508874952,2332,background_block,media/padded_stims/inanimate_001_left.png,null,inanimate_pair_left,null,null,6,1,5,inanimate,pair,left,background
SS1681508874952,3398,background_block,media/padded_stims/inanimate_001_left.png,null,inanimate_pair_left,null,null,6,2,5,inanimate,pair,left,background
SS1681508874952,1390,background_block,media/padded_stims/inanimate_001_left.png,null,inanimate_pair_left,null,null,6,3,5,inanimate,pair,left,background
SS1681508874952,2440,background_block,media/padded_stims/inanimate_001_left.png,null,inanimate_pair_left,null,null,6,4,5,inanimate,pair,left,background
SS1681508874952,2852,background_block,media/padded_stims/inanimate_001_left.png,null,inanimate_pair_left,null,null,6,5,5,inanimate,pair,left,background
SS1681508874952,2240,background_block,media/padded_stims/inanimate_001_left.png,null,inanimate_pair_left,null,null,6,6,5,inanimate,pair,left,background
SS1681508874952,2631,background_block,media/padded_stims/inanimate_002_right.png,null,inanimate_pair_right,null,null,2,1,6,inanimate,pair,right,background
SS1681508874952,1912,background_block,media/padded_stims/inanimate_002_right.png,null,inanimate_pair_right,null,null,2,2,6,inanimate,pair,right,background
SS1681508874952,3746,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/inanimate_011_left.png,inanimate_single_right,inanimate_single_left,pose,6,1,7,inanimate,single,right,background
SS1681508874952,5067,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/inanimate_011_left.png,inanimate_single_right,inanimate_single_left,pose,6,2,7,inanimate,single,right,background
SS1681508874952,4358,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/inanimate_011_left.png,inanimate_single_right,inanimate_single_left,pose,6,3,7,inanimate,single,right,background
SS1681508874952,1543,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/inanimate_011_left.png,inanimate_single_right,inanimate_single_left,pose,6,4,7,inanimate,single,right,background
SS1681508874952,3144,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/inanimate_011_left.png,inanimate_single_right,inanimate_single_left,pose,6,5,7,inanimate,single,right,background
SS1681508874952,3318,deviant_block,media/padded_stims/inanimate_005_right.png,media/padded_stims/inanimate_011_left.png,inanimate_single_right,inanimate_single_left,pose,6,6,7,inanimate,single,right,deviant
SS1681508874952,4642,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_011_right.png,inanimate_pair_right,inanimate_single_right,number,6,1,8,inanimate,pair,right,background
SS1681508874952,1974,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_011_right.png,inanimate_pair_right,inanimate_single_right,number,6,2,8,inanimate,pair,right,background
SS1681508874952,2108,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_011_right.png,inanimate_pair_right,inanimate_single_right,number,6,3,8,inanimate,pair,right,background
SS1681508874952,1231,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_011_right.png,inanimate_pair_right,inanimate_single_right,number,6,4,8,inanimate,pair,right,background
SS1681508874952,1818,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_011_right.png,inanimate_pair_right,inanimate_single_right,number,6,5,8,inanimate,pair,right,background
SS1681508874952,2643,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_011_right.png,inanimate_pair_right,inanimate_single_right,number,6,6,8,inanimate,pair,right,deviant
SS1681508874952,1706,background_block,media/padded_stims/animate_001_right.png,null,animate_single_right,null,null,4,1,9,animate,single,right,background
SS1681508874952,1402,background_block,media/padded_stims/animate_001_right.png,null,animate_single_right,null,null,4,2,9,animate,single,right,background
SS1681508874952,1572,background_block,media/padded_stims/animate_001_right.png,null,animate_single_right,null,null,4,3,9,animate,single,right,background
SS1681508874952,1531,background_block,media/padded_stims/animate_001_right.png,null,animate_single_right,null,null,4,4,9,animate,single,right,background
SS1681508874952,3332,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,6,1,10,animate,single,left,background
SS1681508874952,1748,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,6,2,10,animate,single,left,background
SS1681508874952,1457,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,6,3,10,animate,single,left,background
SS1681508874952,1295,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,6,4,10,animate,single,left,background
SS1681508874952,1527,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,6,5,10,animate,single,left,background
SS1681508874952,1757,background_block,media/padded_stims/animate_008_left.png,null,animate_single_left,null,null,6,6,10,animate,single,left,background
SS1681508874952,2323,deviant_block,media/padded_stims/inanimate_008_left.png,media/padded_stims/inanimate_007_right.png,inanimate_single_left,inanimate_single_right,pose,4,1,11,inanimate,single,left,background
SS1681508874952,1639,deviant_block,media/padded_stims/inanimate_008_left.png,media/padded_stims/inanimate_007_right.png,inanimate_single_left,inanimate_single_right,pose,4,2,11,inanimate,single,left,background
SS1681508874952,1765,deviant_block,media/padded_stims/inanimate_008_left.png,media/padded_stims/inanimate_007_right.png,inanimate_single_left,inanimate_single_right,pose,4,3,11,inanimate,single,left,background
SS1681508874952,1384,deviant_block,media/padded_stims/inanimate_008_left.png,media/padded_stims/inanimate_007_right.png,inanimate_single_left,inanimate_single_right,pose,4,4,11,inanimate,single,left,deviant
SS1681508874952,2187,background_block,media/padded_stims/inanimate_006_right.png,null,inanimate_single_right,null,null,4,1,12,inanimate,single,right,background
SS1681508874952,1415,background_block,media/padded_stims/inanimate_006_right.png,null,inanimate_single_right,null,null,4,2,12,inanimate,single,right,background
SS1681508874952,1804,background_block,media/padded_stims/inanimate_006_right.png,null,inanimate_single_right,null,null,4,3,12,inanimate,single,right,background
SS1681508874952,3895,background_block,media/padded_stims/inanimate_006_right.png,null,inanimate_single_right,null,null,4,4,12,inanimate,single,right,background
SS1681508874952,4845,background_block,media/padded_stims/animate_005_left.png,null,animate_pair_left,null,null,4,1,13,animate,pair,left,background
SS1681508874952,689,background_block,media/padded_stims/animate_005_left.png,null,animate_pair_left,null,null,4,2,13,animate,pair,left,background
SS1681508874952,1700,background_block,media/padded_stims/animate_005_left.png,null,animate_pair_left,null,null,4,3,13,animate,pair,left,background
SS1681508874952,1729,background_block,media/padded_stims/animate_005_left.png,null,animate_pair_left,null,null,4,4,13,animate,pair,left,background
SS1681508874952,3188,deviant_block,media/padded_stims/inanimate_009_left.png,media/padded_stims/inanimate_009_right.png,inanimate_pair_left,inanimate_pair_right,pose,2,1,14,inanimate,pair,left,background
SS1681508874952,1404,deviant_block,media/padded_stims/inanimate_009_left.png,media/padded_stims/inanimate_009_right.png,inanimate_pair_left,inanimate_pair_right,pose,2,2,14,inanimate,pair,left,deviant
SS1681508874952,2040,background_block,media/padded_stims/animate_002_right.png,null,animate_pair_right,null,null,2,1,15,animate,pair,right,background
SS1681508874952,2097,background_block,media/padded_stims/animate_002_right.png,null,animate_pair_right,null,null,2,2,15,animate,pair,right,background
SS1681508874952,2446,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_002_left.png,animate_single_left,inanimate_single_left,animacy,4,1,16,animate,single,left,background
SS1681508874952,1874,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_002_left.png,animate_single_left,inanimate_single_left,animacy,4,2,16,animate,single,left,background
SS1681508874952,1697,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_002_left.png,animate_single_left,inanimate_single_left,animacy,4,3,16,animate,single,left,background
SS1681508874952,1961,deviant_block,media/padded_stims/animate_007_left.png,media/padded_stims/inanimate_002_left.png,animate_single_left,inanimate_single_left,animacy,4,4,16,animate,single,left,deviant
SS1681508880365,5233,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_002_left.png,inanimate_single_left,inanimate_single_left,identity,6,1,1,inanimate,single,left,background
SS1681508880365,3499,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_002_left.png,inanimate_single_left,inanimate_single_left,identity,6,2,1,inanimate,single,left,background
SS1681508880365,1520,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_002_left.png,inanimate_single_left,inanimate_single_left,identity,6,3,1,inanimate,single,left,background
SS1681508880365,3335,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_002_left.png,inanimate_single_left,inanimate_single_left,identity,6,4,1,inanimate,single,left,background
SS1681508880365,2651,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_002_left.png,inanimate_single_left,inanimate_single_left,identity,6,5,1,inanimate,single,left,background
SS1681508880365,4377,deviant_block,media/padded_stims/inanimate_006_left.png,media/padded_stims/inanimate_002_left.png,inanimate_single_left,inanimate_single_left,identity,6,6,1,inanimate,single,left,deviant
SS1681508880365,4274,background_block,media/padded_stims/inanimate_011_right.png,null,inanimate_pair_right,null,null,4,1,2,inanimate,pair,right,background
SS1681508880365,1491,background_block,media/padded_stims/inanimate_011_right.png,null,inanimate_pair_right,null,null,4,2,2,inanimate,pair,right,background
SS1681508880365,1763,background_block,media/padded_stims/inanimate_011_right.png,null,inanimate_pair_right,null,null,4,3,2,inanimate,pair,right,background
SS1681508880365,1427,background_block,media/padded_stims/inanimate_011_right.png,null,inanimate_pair_right,null,null,4,4,2,inanimate,pair,right,background
SS1681508880365,3692,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_007_right.png,animate_single_left,animate_single_right,pose,6,1,3,animate,single,left,background
SS1681508880365,2129,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_007_right.png,animate_single_left,animate_single_right,pose,6,2,3,animate,single,left,background
SS1681508880365,1643,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_007_right.png,animate_single_left,animate_single_right,pose,6,3,3,animate,single,left,background
SS1681508880365,1016,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_007_right.png,animate_single_left,animate_single_right,pose,6,4,3,animate,single,left,background
SS1681508880365,1959,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_007_right.png,animate_single_left,animate_single_right,pose,6,5,3,animate,single,left,background
SS1681508880365,2064,deviant_block,media/padded_stims/animate_002_left.png,media/padded_stims/animate_007_right.png,animate_single_left,animate_single_right,pose,6,6,3,animate,single,left,deviant
SS1681508880365,2754,deviant_block,media/padded_stims/animate_008_right.png,media/padded_stims/inanimate_012_right.png,animate_single_right,inanimate_single_right,animacy,6,1,4,animate,single,right,background
SS1681508880365,902,deviant_block,media/padded_stims/animate_008_right.png,media/padded_stims/inanimate_012_right.png,animate_single_right,inanimate_single_right,animacy,6,2,4,animate,single,right,background
SS1681508880365,1473,deviant_block,media/padded_stims/animate_008_right.png,media/padded_stims/inanimate_012_right.png,animate_single_right,inanimate_single_right,animacy,6,3,4,animate,single,right,background
SS1681508880365,1263,deviant_block,media/padded_stims/animate_008_right.png,media/padded_stims/inanimate_012_right.png,animate_single_right,inanimate_single_right,animacy,6,4,4,animate,single,right,background
SS1681508880365,1136,deviant_block,media/padded_stims/animate_008_right.png,media/padded_stims/inanimate_012_right.png,animate_single_right,inanimate_single_right,animacy,6,5,4,animate,single,right,background
SS1681508880365,1821,deviant_block,media/padded_stims/animate_008_right.png,media/padded_stims/inanimate_012_right.png,animate_single_right,inanimate_single_right,animacy,6,6,4,animate,single,right,deviant
SS1681508880365,2935,background_block,media/padded_stims/animate_009_right.png,null,animate_single_right,null,null,2,1,5,animate,single,right,background
SS1681508880365,1360,background_block,media/padded_stims/animate_009_right.png,null,animate_single_right,null,null,2,2,5,animate,single,right,background
SS1681508880365,1451,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_single_right,null,null,4,1,6,inanimate,single,right,background
SS1681508880365,880,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_single_right,null,null,4,2,6,inanimate,single,right,background
SS1681508880365,812,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_single_right,null,null,4,3,6,inanimate,single,right,background
SS1681508880365,602,background_block,media/padded_stims/inanimate_009_right.png,null,inanimate_single_right,null,null,4,4,6,inanimate,single,right,background
SS1681508880365,3573,background_block,media/padded_stims/animate_012_right.png,null,animate_pair_right,null,null,2,1,7,animate,pair,right,background
SS1681508880365,1168,background_block,media/padded_stims/animate_012_right.png,null,animate_pair_right,null,null,2,2,7,animate,pair,right,background
SS1681508880365,1689,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,1,8,animate,pair,left,background
SS1681508880365,874,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,2,8,animate,pair,left,background
SS1681508880365,895,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,3,8,animate,pair,left,background
SS1681508880365,751,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,4,8,animate,pair,left,background
SS1681508880365,671,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,5,8,animate,pair,left,background
SS1681508880365,829,background_block,media/padded_stims/animate_010_left.png,null,animate_pair_left,null,null,6,6,8,animate,pair,left,background
SS1681508880365,957,background_block,media/padded_stims/inanimate_009_left.png,null,inanimate_pair_left,null,null,6,1,9,inanimate,pair,left,background
SS1681508880365,827,background_block,media/padded_stims/inanimate_009_left.png,null,inanimate_pair_left,null,null,6,2,9,inanimate,pair,left,background
SS1681508880365,676,background_block,media/padded_stims/inanimate_009_left.png,null,inanimate_pair_left,null,null,6,3,9,inanimate,pair,left,background
SS1681508880365,565,background_block,media/padded_stims/inanimate_009_left.png,null,inanimate_pair_left,null,null,6,4,9,inanimate,pair,left,background
SS1681508880365,526,background_block,media/padded_stims/inanimate_009_left.png,null,inanimate_pair_left,null,null,6,5,9,inanimate,pair,left,background
SS1681508880365,592,background_block,media/padded_stims/inanimate_009_left.png,null,inanimate_pair_left,null,null,6,6,9,inanimate,pair,left,background
SS1681508880365,1910,deviant_block,media/padded_stims/animate_005_right.png,media/padded_stims/animate_011_right.png,animate_pair_right,animate_single_right,number,2,1,10,animate,pair,right,background
SS1681508880365,2423,deviant_block,media/padded_stims/animate_005_right.png,media/padded_stims/animate_011_right.png,animate_pair_right,animate_single_right,number,2,2,10,animate,pair,right,deviant
SS1681508880365,1014,background_block,media/padded_stims/inanimate_007_left.png,null,inanimate_single_left,null,null,2,1,11,inanimate,single,left,background
SS1681508880365,856,background_block,media/padded_stims/inanimate_007_left.png,null,inanimate_single_left,null,null,2,2,11,inanimate,single,left,background
SS1681508880365,959,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,1,12,inanimate,pair,left,background
SS1681508880365,875,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,2,12,inanimate,pair,left,background
SS1681508880365,852,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,3,12,inanimate,pair,left,background
SS1681508880365,1112,deviant_block,media/padded_stims/inanimate_012_left.png,media/padded_stims/inanimate_003_right.png,inanimate_pair_left,inanimate_pair_right,pose,4,4,12,inanimate,pair,left,deviant
SS1681508880365,1295,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,6,1,13,animate,single,left,background
SS1681508880365,970,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,6,2,13,animate,single,left,background
SS1681508880365,966,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,6,3,13,animate,single,left,background
SS1681508880365,987,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,6,4,13,animate,single,left,background
SS1681508880365,957,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,6,5,13,animate,single,left,background
SS1681508880365,1194,background_block,media/padded_stims/animate_007_left.png,null,animate_single_left,null,null,6,6,13,animate,single,left,background
SS1681508880365,793,deviant_block,media/padded_stims/inanimate_001_right.png,media/padded_stims/inanimate_002_right.png,inanimate_single_right,inanimate_single_right,identity,4,1,14,inanimate,single,right,background
