subject,block_number,block_type,task_type,deviant_position,trial_number,trial_type,trial_looking_time,stimulus_displayed,task_question_type,task_question_response
SS1630952967758,5,simple_dissimilar,curiosity,4,4,deviant,3860.7000000029802,images/stimuli/simple_11_A_a.gif,curiosity_background,3
SS1630952967758,5,simple_dissimilar,curiosity,4,5,background,2140.2000000029802,images/stimuli/simple_06_A_a.gif,curiosity_background,3
SS1630952967758,5,simple_dissimilar,curiosity,4,6,background,13358.5,images/stimuli/simple_06_A_a.gif,curiosity_background,3
SS1630952967758,6,complex_dissimilar,curiosity,4,1,background,1651.0999999940395,images/stimuli/complex_17_A_a.gif,curiosity_background,2
SS1630952967758,6,complex_dissimilar,curiosity,4,2,background,1385.2999999970198,images/stimuli/complex_17_A_a.gif,curiosity_background,2
SS1630952967758,6,complex_dissimilar,curiosity,4,3,background,2951,images/stimuli/complex_17_A_a.gif,curiosity_background,2
SS1630952967758,6,complex_dissimilar,curiosity,4,4,deviant,620.2999999970198,images/stimuli/complex_12_A_a.gif,curiosity_background,2
SS1630952967758,6,complex_dissimilar,curiosity,4,5,background,1355.0999999940395,images/stimuli/complex_17_A_a.gif,curiosity_background,2
SS1630952967758,6,complex_dissimilar,curiosity,4,6,background,2187.1000000089407,images/stimuli/complex_17_A_a.gif,curiosity_background,2
SS1630952967758,7,complex_dissimilar,curiosity,NA,1,background,1009.0999999940395,images/stimuli/complex_03_A_a.gif,curiosity_background,4
SS1630952967758,7,complex_dissimilar,curiosity,NA,2,background,4499.899999991059,images/stimuli/complex_03_A_a.gif,curiosity_background,4
SS1630952967758,7,complex_dissimilar,curiosity,NA,3,background,723.8999999910593,images/stimuli/complex_03_A_a.gif,curiosity_background,4
SS1630952967758,7,complex_dissimilar,curiosity,NA,4,background,3263.7999999970198,images/stimuli/complex_03_A_a.gif,curiosity_background,4
SS1630952967758,7,complex_dissimilar,curiosity,NA,5,background,1097.0999999940395,images/stimuli/complex_03_A_a.gif,curiosity_background,4
SS1630952967758,7,complex_dissimilar,curiosity,NA,6,background,6383.79999999702,images/stimuli/complex_03_A_a.gif,curiosity_background,4
SS1630952967758,8,simple_dissimilar,curiosity,6,1,background,1533.2999999970198,images/stimuli/simple_10_A_a.gif,curiosity_background,3
SS1630952967758,8,simple_dissimilar,curiosity,6,2,background,3231.9000000059605,images/stimuli/simple_10_A_a.gif,curiosity_background,3
SS1630952967758,8,simple_dissimilar,curiosity,6,3,background,1142.7000000029802,images/stimuli/simple_10_A_a.gif,curiosity_background,3
SS1630952967758,8,simple_dissimilar,curiosity,6,4,background,3444.9000000059605,images/stimuli/simple_10_A_a.gif,curiosity_background,3
SS1630952967758,8,simple_dissimilar,curiosity,6,5,background,1120,images/stimuli/simple_10_A_a.gif,curiosity_background,3
SS1630952967758,8,simple_dissimilar,curiosity,6,6,deviant,3314.5,images/stimuli/simple_18_A_a.gif,curiosity_background,3
SS1630953056249,1,complex_dissimilar,curiosity,NA,1,background,5378,images/stimuli/complex_18_A_a.gif,curiosity_background,1
SS1630953056249,1,complex_dissimilar,curiosity,NA,2,background,4823,images/stimuli/complex_18_A_a.gif,curiosity_background,1
SS1630953056249,1,complex_dissimilar,curiosity,NA,3,background,5179.999999999985,images/stimuli/complex_18_A_a.gif,curiosity_background,1
SS1630953056249,1,complex_dissimilar,curiosity,NA,4,background,6101,images/stimuli/complex_18_A_a.gif,curiosity_background,1
SS1630953056249,1,complex_dissimilar,curiosity,NA,5,background,5302,images/stimuli/complex_18_A_a.gif,curiosity_background,1
SS1630953056249,1,complex_dissimilar,curiosity,NA,6,background,2500,images/stimuli/complex_18_A_a.gif,curiosity_background,1
SS1630953056249,2,simple_dissimilar,curiosity,6,1,background,3488.0000000000146,images/stimuli/simple_20_A_a.gif,curiosity_background,0
SS1630953056249,2,simple_dissimilar,curiosity,6,2,background,4970,images/stimuli/simple_20_A_a.gif,curiosity_background,0
SS1630953056249,2,simple_dissimilar,curiosity,6,3,background,2884,images/stimuli/simple_20_A_a.gif,curiosity_background,0
SS1630953056249,2,simple_dissimilar,curiosity,6,4,background,2283,images/stimuli/simple_20_A_a.gif,curiosity_background,0
SS1630953056249,2,simple_dissimilar,curiosity,6,5,background,2337,images/stimuli/simple_20_A_a.gif,curiosity_background,0
SS1630953056249,2,simple_dissimilar,curiosity,6,6,deviant,4375,images/stimuli/simple_16_A_a.gif,curiosity_background,0
SS1630953056249,3,simple_dissimilar,curiosity,4,1,background,3573,images/stimuli/simple_19_A_a.gif,curiosity_background,0
SS1630953056249,3,simple_dissimilar,curiosity,4,2,background,3322,images/stimuli/simple_19_A_a.gif,curiosity_background,0
SS1630953056249,3,simple_dissimilar,curiosity,4,3,background,1645,images/stimuli/simple_19_A_a.gif,curiosity_background,0
SS1630953056249,3,simple_dissimilar,curiosity,4,4,deviant,3419,images/stimuli/simple_15_A_a.gif,curiosity_background,0
SS1630953056249,3,simple_dissimilar,curiosity,4,5,background,2552,images/stimuli/simple_19_A_a.gif,curiosity_background,0
SS1630953056249,3,simple_dissimilar,curiosity,4,6,background,2491,images/stimuli/simple_19_A_a.gif,curiosity_background,0
SS1630953056249,4,simple_dissimilar,curiosity,2,1,background,3345,images/stimuli/simple_09_A_a.gif,curiosity_background,2
SS1630953056249,4,simple_dissimilar,curiosity,2,2,deviant,3224,images/stimuli/simple_01_A_a.gif,curiosity_background,2
SS1630953056249,4,simple_dissimilar,curiosity,2,3,background,2761,images/stimuli/simple_09_A_a.gif,curiosity_background,2
SS1630953056249,4,simple_dissimilar,curiosity,2,4,background,2423.000000000029,images/stimuli/simple_09_A_a.gif,curiosity_background,2
SS1630953056249,4,simple_dissimilar,curiosity,2,5,background,2189,images/stimuli/simple_09_A_a.gif,curiosity_background,2
SS1630953056249,4,simple_dissimilar,curiosity,2,6,background,2446,images/stimuli/simple_09_A_a.gif,curiosity_background,2
SS1630953056249,5,complex_dissimilar,curiosity,4,1,background,3974,images/stimuli/complex_13_A_a.gif,curiosity_novel,1
SS1630953056249,5,complex_dissimilar,curiosity,4,2,background,4622,images/stimuli/complex_13_A_a.gif,curiosity_novel,1
SS1630953056249,5,complex_dissimilar,curiosity,4,3,background,3728,images/stimuli/complex_13_A_a.gif,curiosity_novel,1
SS1630953056249,5,complex_dissimilar,curiosity,4,4,deviant,5999.000000000029,images/stimuli/complex_16_A_a.gif,curiosity_novel,1
SS1630953056249,5,complex_dissimilar,curiosity,4,5,background,3616.999999999971,images/stimuli/complex_13_A_a.gif,curiosity_novel,1
SS1630953056249,5,complex_dissimilar,curiosity,4,6,background,1739,images/stimuli/complex_13_A_a.gif,curiosity_novel,1
SS1630953056249,6,simple_dissimilar,curiosity,NA,1,background,2779.000000000029,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953056249,6,simple_dissimilar,curiosity,NA,2,background,851,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953056249,6,simple_dissimilar,curiosity,NA,3,background,668,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953056249,6,simple_dissimilar,curiosity,NA,4,background,694.0000000000582,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953056249,6,simple_dissimilar,curiosity,NA,5,background,2090,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953056249,6,simple_dissimilar,curiosity,NA,6,background,1108,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953056249,7,complex_dissimilar,curiosity,6,1,background,3657,images/stimuli/complex_15_A_a.gif,curiosity_novel,1
SS1630953056249,7,complex_dissimilar,curiosity,6,2,background,2550,images/stimuli/complex_15_A_a.gif,curiosity_novel,1
SS1630953056249,7,complex_dissimilar,curiosity,6,3,background,2276,images/stimuli/complex_15_A_a.gif,curiosity_novel,1
SS1630953056249,7,complex_dissimilar,curiosity,6,4,background,2301,images/stimuli/complex_15_A_a.gif,curiosity_novel,1
SS1630953056249,7,complex_dissimilar,curiosity,6,5,background,2654.999999999942,images/stimuli/complex_15_A_a.gif,curiosity_novel,1
SS1630953056249,7,complex_dissimilar,curiosity,6,6,deviant,6626.999999999942,images/stimuli/complex_11_A_a.gif,curiosity_novel,1
SS1630953056249,8,complex_dissimilar,curiosity,2,1,background,4701,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953056249,8,complex_dissimilar,curiosity,2,2,deviant,4608,images/stimuli/complex_06_A_a.gif,curiosity_background,2
SS1630953056249,8,complex_dissimilar,curiosity,2,3,background,3577,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953056249,8,complex_dissimilar,curiosity,2,4,background,2412,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953056249,8,complex_dissimilar,curiosity,2,5,background,2664,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953056249,8,complex_dissimilar,curiosity,2,6,background,546,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953076601,1,simple_dissimilar,curiosity,NA,1,background,2951.4000000003725,images/stimuli/simple_10_A_a.gif,curiosity_novel,2
SS1630953076601,1,simple_dissimilar,curiosity,NA,2,background,2617.5999999996275,images/stimuli/simple_10_A_a.gif,curiosity_novel,2
SS1630953076601,1,simple_dissimilar,curiosity,NA,3,background,2711.2000000001863,images/stimuli/simple_10_A_a.gif,curiosity_novel,2
SS1630953076601,1,simple_dissimilar,curiosity,NA,4,background,3385.5999999996275,images/stimuli/simple_10_A_a.gif,curiosity_novel,2
SS1630953076601,1,simple_dissimilar,curiosity,NA,5,background,3531.899999999441,images/stimuli/simple_10_A_a.gif,curiosity_novel,2
SS1630953076601,1,simple_dissimilar,curiosity,NA,6,background,3369.7999999998137,images/stimuli/simple_10_A_a.gif,curiosity_novel,2
SS1630953076601,2,complex_dissimilar,curiosity,NA,1,background,2497.9000000003725,images/stimuli/complex_17_A_a.gif,curiosity_background,3
SS1630953076601,2,complex_dissimilar,curiosity,NA,2,background,3643.2000000001863,images/stimuli/complex_17_A_a.gif,curiosity_background,3
SS1630953076601,2,complex_dissimilar,curiosity,NA,3,background,2252.800000000745,images/stimuli/complex_17_A_a.gif,curiosity_background,3
SS1630953076601,2,complex_dissimilar,curiosity,NA,4,background,2040.7999999998137,images/stimuli/complex_17_A_a.gif,curiosity_background,3
SS1630953076601,2,complex_dissimilar,curiosity,NA,5,background,2439.699999999255,images/stimuli/complex_17_A_a.gif,curiosity_background,3
SS1630953076601,2,complex_dissimilar,curiosity,NA,6,background,2827.600000000559,images/stimuli/complex_17_A_a.gif,curiosity_background,3
SS1630953076601,3,complex_dissimilar,curiosity,4,1,background,2694.2999999998137,images/stimuli/complex_15_A_a.gif,curiosity_background,4
SS1630953076601,3,complex_dissimilar,curiosity,4,2,background,2116.100000000559,images/stimuli/complex_15_A_a.gif,curiosity_background,4
SS1630953076601,3,complex_dissimilar,curiosity,4,3,background,2355.2999999998137,images/stimuli/complex_15_A_a.gif,curiosity_background,4
SS1630953076601,3,complex_dissimilar,curiosity,4,4,deviant,3368.600000000559,images/stimuli/complex_02_A_a.gif,curiosity_background,4
SS1630953076601,3,complex_dissimilar,curiosity,4,5,background,2450.399999999441,images/stimuli/complex_15_A_a.gif,curiosity_background,4
SS1630953076601,3,complex_dissimilar,curiosity,4,6,background,2760,images/stimuli/complex_15_A_a.gif,curiosity_background,4
SS1630953076601,4,simple_dissimilar,curiosity,4,1,background,1220.2999999998137,images/stimuli/simple_16_A_a.gif,curiosity_background,2
SS1630953076601,4,simple_dissimilar,curiosity,4,2,background,1854.2999999998137,images/stimuli/simple_16_A_a.gif,curiosity_background,2
SS1630953076601,4,simple_dissimilar,curiosity,4,3,background,895.2999999998137,images/stimuli/simple_16_A_a.gif,curiosity_background,2
SS1630953076601,4,simple_dissimilar,curiosity,4,4,deviant,1185.5,images/stimuli/simple_07_A_a.gif,curiosity_background,2
SS1630953076601,4,simple_dissimilar,curiosity,4,5,background,1430.7999999998137,images/stimuli/simple_16_A_a.gif,curiosity_background,2
SS1630953076601,4,simple_dissimilar,curiosity,4,6,background,1501.5,images/stimuli/simple_16_A_a.gif,curiosity_background,2
SS1630953076601,5,complex_dissimilar,curiosity,2,1,background,1855.2000000001863,images/stimuli/complex_13_A_a.gif,curiosity_novel,4
SS1630953076601,5,complex_dissimilar,curiosity,2,2,deviant,1661.4000000003725,images/stimuli/complex_10_A_a.gif,curiosity_novel,4
SS1630953076601,5,complex_dissimilar,curiosity,2,3,background,1118.7000000001863,images/stimuli/complex_13_A_a.gif,curiosity_novel,4
SS1630953076601,5,complex_dissimilar,curiosity,2,4,background,1489,images/stimuli/complex_13_A_a.gif,curiosity_novel,4
SS1630953076601,5,complex_dissimilar,curiosity,2,5,background,1175.300000000745,images/stimuli/complex_13_A_a.gif,curiosity_novel,4
SS1630953076601,5,complex_dissimilar,curiosity,2,6,background,1207.2999999998137,images/stimuli/complex_13_A_a.gif,curiosity_novel,4
SS1630953076601,6,simple_dissimilar,curiosity,2,1,background,2047.7999999998137,images/stimuli/simple_12_A_a.gif,curiosity_background,3
SS1630953076601,6,simple_dissimilar,curiosity,2,2,deviant,1677.7999999998137,images/stimuli/simple_14_A_a.gif,curiosity_background,3
SS1630953076601,6,simple_dissimilar,curiosity,2,3,background,1174.4000000003725,images/stimuli/simple_12_A_a.gif,curiosity_background,3
SS1630953076601,6,simple_dissimilar,curiosity,2,4,background,1522.4000000003725,images/stimuli/simple_12_A_a.gif,curiosity_background,3
SS1630953076601,6,simple_dissimilar,curiosity,2,5,background,1276.7999999998137,images/stimuli/simple_12_A_a.gif,curiosity_background,3
SS1630953076601,6,simple_dissimilar,curiosity,2,6,background,1423,images/stimuli/simple_12_A_a.gif,curiosity_background,3
SS1630953076601,7,simple_dissimilar,curiosity,6,1,background,1158.5,images/stimuli/simple_03_A_a.gif,curiosity_novel,1
SS1630953076601,7,simple_dissimilar,curiosity,6,2,background,1502.4000000003725,images/stimuli/simple_03_A_a.gif,curiosity_novel,1
SS1630953076601,7,simple_dissimilar,curiosity,6,3,background,1649.7999999998137,images/stimuli/simple_03_A_a.gif,curiosity_novel,1
SS1630953076601,7,simple_dissimilar,curiosity,6,4,background,1240.7999999998137,images/stimuli/simple_03_A_a.gif,curiosity_novel,1
SS1630953076601,7,simple_dissimilar,curiosity,6,5,background,1395.2000000001863,images/stimuli/simple_03_A_a.gif,curiosity_novel,1
SS1630953076601,7,simple_dissimilar,curiosity,6,6,deviant,2088.2999999998137,images/stimuli/simple_05_A_a.gif,curiosity_novel,1
SS1630953076601,8,complex_dissimilar,curiosity,6,1,background,1600.5999999996275,images/stimuli/complex_11_A_a.gif,curiosity_background,3
SS1630953076601,8,complex_dissimilar,curiosity,6,2,background,1092.2000000001863,images/stimuli/complex_11_A_a.gif,curiosity_background,3
SS1630953076601,8,complex_dissimilar,curiosity,6,3,background,1630.8999999994412,images/stimuli/complex_11_A_a.gif,curiosity_background,3
SS1630953076601,8,complex_dissimilar,curiosity,6,4,background,1122.5,images/stimuli/complex_11_A_a.gif,curiosity_background,3
SS1630953076601,8,complex_dissimilar,curiosity,6,5,background,1484,images/stimuli/complex_11_A_a.gif,curiosity_background,3
SS1630953076601,8,complex_dissimilar,curiosity,6,6,deviant,1901.0999999996275,images/stimuli/complex_04_A_a.gif,curiosity_background,3
SS1630953207559,1,simple_dissimilar,curiosity,4,1,background,2546.5999999046326,images/stimuli/simple_08_A_a.gif,curiosity_background,3
SS1630953207559,1,simple_dissimilar,curiosity,4,2,background,1367.6999999284744,images/stimuli/simple_08_A_a.gif,curiosity_background,3
SS1630953207559,1,simple_dissimilar,curiosity,4,3,background,1413.0999999046326,images/stimuli/simple_08_A_a.gif,curiosity_background,3
SS1630953207559,1,simple_dissimilar,curiosity,4,4,deviant,1447.2999999523163,images/stimuli/simple_14_A_a.gif,curiosity_background,3
SS1630953207559,1,simple_dissimilar,curiosity,4,5,background,1338,images/stimuli/simple_08_A_a.gif,curiosity_background,3
SS1630953207559,1,simple_dissimilar,curiosity,4,6,background,1268.7999999523163,images/stimuli/simple_08_A_a.gif,curiosity_background,3
SS1630953207559,2,complex_dissimilar,curiosity,6,1,background,1623.5,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953207559,2,complex_dissimilar,curiosity,6,2,background,810.3999999761581,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953207559,2,complex_dissimilar,curiosity,6,3,background,650,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953207559,2,complex_dissimilar,curiosity,6,4,background,604.2000000476837,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953207559,2,complex_dissimilar,curiosity,6,5,background,879.1999999284744,images/stimuli/complex_04_A_a.gif,curiosity_background,2
SS1630953207559,2,complex_dissimilar,curiosity,6,6,deviant,939.7000000476837,images/stimuli/complex_14_A_a.gif,curiosity_background,2
SS1630953207559,3,complex_dissimilar,curiosity,NA,1,background,802.6999999284744,images/stimuli/complex_01_A_a.gif,curiosity_novel,3
SS1630953207559,3,complex_dissimilar,curiosity,NA,2,background,607.8999999761581,images/stimuli/complex_01_A_a.gif,curiosity_novel,3
SS1630953207559,3,complex_dissimilar,curiosity,NA,3,background,749.5,images/stimuli/complex_01_A_a.gif,curiosity_novel,3
SS1630953207559,3,complex_dissimilar,curiosity,NA,4,background,2729.399999976158,images/stimuli/complex_01_A_a.gif,curiosity_novel,3
SS1630953207559,3,complex_dissimilar,curiosity,NA,5,background,3385.5,images/stimuli/complex_01_A_a.gif,curiosity_novel,3
SS1630953207559,3,complex_dissimilar,curiosity,NA,6,background,1920.1000000238419,images/stimuli/complex_01_A_a.gif,curiosity_novel,3
SS1630953207559,4,complex_dissimilar,curiosity,2,1,background,535.3999999761581,images/stimuli/complex_08_A_a.gif,curiosity_novel,3
SS1630953207559,4,complex_dissimilar,curiosity,2,2,deviant,1912,images/stimuli/complex_17_A_a.gif,curiosity_novel,3
SS1630953207559,4,complex_dissimilar,curiosity,2,3,background,1765,images/stimuli/complex_08_A_a.gif,curiosity_novel,3
SS1630953207559,4,complex_dissimilar,curiosity,2,4,background,872.6999999284744,images/stimuli/complex_08_A_a.gif,curiosity_novel,3
SS1630953207559,4,complex_dissimilar,curiosity,2,5,background,609.2999999523163,images/stimuli/complex_08_A_a.gif,curiosity_novel,3
SS1630953207559,4,complex_dissimilar,curiosity,2,6,background,616,images/stimuli/complex_08_A_a.gif,curiosity_novel,3
SS1630953207559,5,simple_dissimilar,curiosity,NA,1,background,606.8000000715256,images/stimuli/simple_18_A_a.gif,curiosity_background,2
SS1630953207559,5,simple_dissimilar,curiosity,NA,2,background,1119,images/stimuli/simple_18_A_a.gif,curiosity_background,2
SS1630953207559,5,simple_dissimilar,curiosity,NA,3,background,955.8999999761581,images/stimuli/simple_18_A_a.gif,curiosity_background,2
SS1630953207559,5,simple_dissimilar,curiosity,NA,4,background,551.7000000476837,images/stimuli/simple_18_A_a.gif,curiosity_background,2
SS1630953207559,5,simple_dissimilar,curiosity,NA,5,background,967.1000000238419,images/stimuli/simple_18_A_a.gif,curiosity_background,2
SS1630953207559,5,simple_dissimilar,curiosity,NA,6,background,2039.2000000476837,images/stimuli/simple_18_A_a.gif,curiosity_background,2
SS1630953207559,6,simple_dissimilar,curiosity,2,1,background,855.5,images/stimuli/simple_06_A_a.gif,curiosity_background,3
SS1630953207559,6,simple_dissimilar,curiosity,2,2,deviant,878.5,images/stimuli/simple_10_A_a.gif,curiosity_background,3
SS1630953207559,6,simple_dissimilar,curiosity,2,3,background,913.4000000953674,images/stimuli/simple_06_A_a.gif,curiosity_background,3
SS1630953207559,6,simple_dissimilar,curiosity,2,4,background,1382.1000000238419,images/stimuli/simple_06_A_a.gif,curiosity_background,3
SS1630953207559,6,simple_dissimilar,curiosity,2,5,background,1408.6000000238419,images/stimuli/simple_06_A_a.gif,curiosity_background,3
SS1630953207559,6,simple_dissimilar,curiosity,2,6,background,1489.7999999523163,images/stimuli/simple_06_A_a.gif,curiosity_background,3
SS1630953207559,7,complex_dissimilar,curiosity,4,1,background,1016.7000000476837,images/stimuli/complex_06_A_a.gif,curiosity_background,2
SS1630953207559,7,complex_dissimilar,curiosity,4,2,background,5659.199999928474,images/stimuli/complex_06_A_a.gif,curiosity_background,2
SS1630953207559,7,complex_dissimilar,curiosity,4,3,background,841.4000000953674,images/stimuli/complex_06_A_a.gif,curiosity_background,2
SS1630953207559,7,complex_dissimilar,curiosity,4,4,deviant,1011,images/stimuli/complex_19_A_a.gif,curiosity_background,2
SS1630953207559,7,complex_dissimilar,curiosity,4,5,background,3449.7999999523163,images/stimuli/complex_06_A_a.gif,curiosity_background,2
SS1630953207559,7,complex_dissimilar,curiosity,4,6,background,1116.1000000238419,images/stimuli/complex_06_A_a.gif,curiosity_background,2
SS1630953207559,8,simple_dissimilar,curiosity,6,1,background,1220,images/stimuli/simple_04_A_a.gif,curiosity_background,3
SS1630953207559,8,simple_dissimilar,curiosity,6,2,background,691,images/stimuli/simple_04_A_a.gif,curiosity_background,3
SS1630953207559,8,simple_dissimilar,curiosity,6,3,background,754.8999999761581,images/stimuli/simple_04_A_a.gif,curiosity_background,3
SS1630953207559,8,simple_dissimilar,curiosity,6,4,background,609,images/stimuli/simple_04_A_a.gif,curiosity_background,3
SS1630953207559,8,simple_dissimilar,curiosity,6,5,background,568.8999999761581,images/stimuli/simple_04_A_a.gif,curiosity_background,3
SS1630953207559,8,simple_dissimilar,curiosity,6,6,deviant,929.6000000238419,images/stimuli/simple_16_A_a.gif,curiosity_background,3
SS1630953284058,1,complex_dissimilar,curiosity,NA,1,background,6477.700000017881,images/stimuli/complex_10_A_a.gif,curiosity_novel,2
SS1630953284058,1,complex_dissimilar,curiosity,NA,2,background,5085.300000011921,images/stimuli/complex_10_A_a.gif,curiosity_novel,2
SS1630953284058,1,complex_dissimilar,curiosity,NA,3,background,5697.0999999940395,images/stimuli/complex_10_A_a.gif,curiosity_novel,2
SS1630953284058,1,complex_dissimilar,curiosity,NA,4,background,4489.4000000059605,images/stimuli/complex_10_A_a.gif,curiosity_novel,2
SS1630953284058,1,complex_dissimilar,curiosity,NA,5,background,2897.0999999940395,images/stimuli/complex_10_A_a.gif,curiosity_novel,2
SS1630953284058,1,complex_dissimilar,curiosity,NA,6,background,4767.199999988079,images/stimuli/complex_10_A_a.gif,curiosity_novel,2
SS1630953284058,2,simple_dissimilar,curiosity,6,1,background,3881.800000011921,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953284058,2,simple_dissimilar,curiosity,6,2,background,2436.2000000178814,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953284058,2,simple_dissimilar,curiosity,6,3,background,2025.699999988079,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953284058,2,simple_dissimilar,curiosity,6,4,background,1935.199999988079,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953284058,2,simple_dissimilar,curiosity,6,5,background,1285.4000000059605,images/stimuli/simple_12_A_a.gif,curiosity_background,0
SS1630953284058,2,simple_dissimilar,curiosity,6,6,deviant,3758.7999999821186,images/stimuli/simple_19_A_a.gif,curiosity_background,0
SS1630953284058,3,complex_dissimilar,curiosity,2,1,background,4519.800000011921,images/stimuli/complex_12_A_a.gif,curiosity_background,2
SS1630953284058,3,complex_dissimilar,curiosity,2,2,deviant,3373.9000000059605,images/stimuli/complex_03_A_a.gif,curiosity_background,2
SS1630953284058,3,complex_dissimilar,curiosity,2,3,background,2368.699999988079,images/stimuli/complex_12_A_a.gif,curiosity_background,2
SS1630953284058,3,complex_dissimilar,curiosity,2,4,background,5271.9000000059605,images/stimuli/complex_12_A_a.gif,curiosity_background,2
SS1630953284058,3,complex_dissimilar,curiosity,2,5,background,3543.9000000059605,images/stimuli/complex_12_A_a.gif,curiosity_background,2
SS1630953284058,3,complex_dissimilar,curiosity,2,6,background,4337.5999999940395,images/stimuli/complex_12_A_a.gif,curiosity_background,2
SS1630953284058,4,simple_dissimilar,curiosity,NA,1,background,2647.7999999821186,images/stimuli/simple_13_A_a.gif,curiosity_background,0
SS1630953284058,4,simple_dissimilar,curiosity,NA,2,background,849.2000000178814,images/stimuli/simple_13_A_a.gif,curiosity_background,0
SS1630953284058,4,simple_dissimilar,curiosity,NA,3,background,2085,images/stimuli/simple_13_A_a.gif,curiosity_background,0
SS1630953284058,4,simple_dissimilar,curiosity,NA,4,background,1645.5999999940395,images/stimuli/simple_13_A_a.gif,curiosity_background,0
SS1630953284058,4,simple_dissimilar,curiosity,NA,5,background,1615.5,images/stimuli/simple_13_A_a.gif,curiosity_background,0
SS1630953284058,4,simple_dissimilar,curiosity,NA,6,background,1589.6000000238419,images/stimuli/simple_13_A_a.gif,curiosity_background,0
SS1630953284058,5,simple_dissimilar,curiosity,2,1,background,3888.7000000178814,images/stimuli/simple_11_A_a.gif,curiosity_background,0
SS1630953284058,5,simple_dissimilar,curiosity,2,2,deviant,3025.5,images/stimuli/simple_17_A_a.gif,curiosity_background,0
SS1630953284058,5,simple_dissimilar,curiosity,2,3,background,2166.2999999821186,images/stimuli/simple_11_A_a.gif,curiosity_background,0
SS1630953284058,5,simple_dissimilar,curiosity,2,4,background,1775.4000000059605,images/stimuli/simple_11_A_a.gif,curiosity_background,0
SS1630953284058,5,simple_dissimilar,curiosity,2,5,background,2425.5,images/stimuli/simple_11_A_a.gif,curiosity_background,0
SS1630953284058,5,simple_dissimilar,curiosity,2,6,background,2130.9000000059605,images/stimuli/simple_11_A_a.gif,curiosity_background,0
SS1630953284058,6,simple_dissimilar,curiosity,4,1,background,4067.4000000059605,images/stimuli/simple_05_A_a.gif,curiosity_novel,0
SS1630953284058,6,simple_dissimilar,curiosity,4,2,background,2935,images/stimuli/simple_05_A_a.gif,curiosity_novel,0
SS1630953284058,6,simple_dissimilar,curiosity,4,3,background,2979.199999988079,images/stimuli/simple_05_A_a.gif,curiosity_novel,0
SS1630953284058,6,simple_dissimilar,curiosity,4,4,deviant,2206.600000023842,images/stimuli/simple_10_A_a.gif,curiosity_novel,0
SS1630953284058,6,simple_dissimilar,curiosity,4,5,background,2913.2000000178814,images/stimuli/simple_05_A_a.gif,curiosity_novel,0
SS1630953284058,6,simple_dissimilar,curiosity,4,6,background,2267,images/stimuli/simple_05_A_a.gif,curiosity_novel,0
SS1630953284058,7,complex_dissimilar,curiosity,6,1,background,4271.699999988079,images/stimuli/complex_13_A_a.gif,curiosity_novel,3
SS1630953284058,7,complex_dissimilar,curiosity,6,2,background,3134.0999999940395,images/stimuli/complex_13_A_a.gif,curiosity_novel,3
SS1630953284058,7,complex_dissimilar,curiosity,6,3,background,2105,images/stimuli/complex_13_A_a.gif,curiosity_novel,3
SS1630953284058,7,complex_dissimilar,curiosity,6,4,background,2154.4000000059605,images/stimuli/complex_13_A_a.gif,curiosity_novel,3
SS1630953284058,7,complex_dissimilar,curiosity,6,5,background,2390.300000011921,images/stimuli/complex_13_A_a.gif,curiosity_novel,3
SS1630953284058,7,complex_dissimilar,curiosity,6,6,deviant,3247.5,images/stimuli/complex_20_A_a.gif,curiosity_novel,3
SS1630953284058,8,complex_dissimilar,curiosity,4,1,background,3773.5,images/stimuli/complex_15_A_a.gif,curiosity_novel,3
SS1630953284058,8,complex_dissimilar,curiosity,4,2,background,3620.4000000059605,images/stimuli/complex_15_A_a.gif,curiosity_novel,3
SS1630953284058,8,complex_dissimilar,curiosity,4,3,background,1415.4000000059605,images/stimuli/complex_15_A_a.gif,curiosity_novel,3
SS1630953284058,8,complex_dissimilar,curiosity,4,4,deviant,3307.0999999940395,images/stimuli/complex_02_A_a.gif,curiosity_novel,3
SS1630953284058,8,complex_dissimilar,curiosity,4,5,background,2887.5999999940395,images/stimuli/complex_15_A_a.gif,curiosity_novel,3
